ID_Pedido,Fecha,Producto,Cantidad,Ciudad,Precio_Unitario
10375,2025-01-16,"Monitor 24""",5.0,Cuenca,$300
10376,2025-01-16,Laptop,1.0,Quito,$1200
10377,2025-01-16,"Monitor 24""",5.0,Loja,$300
10378,2025-01-16,Hub USB-C,4.0,Cuenca,$45
10379,2025-01-16,"Monitor 24""",2.0,Ambato,$300
10380,2025-01-16,Teclado Mecánico,2.0,Ambato,$85
10381,2025-01-16,Hub USB-C,2.0,Loja,$45
10382,2025-01-16,"Monitor 24""",2.0,Quito,$300
10383,2025-01-16,Hub USB-C,2.0,Ambato,$45
10384,2025-01-16,"Monitor 24""",2.0,Quito,$300
10385,2025-01-17,Teclado Mecánico,2.0,Ambato,$85
10386,2025-01-17,"Monitor 24""",4.0,Ambato,$300
10387,2025-01-17,"Monitor 24""",1.0,Quito,$300
10388,2025-01-17,"Monitor 24""",3.0,Manta,$300
10389,2025-01-17,Laptop,5.0,Ambato,$1200
10390,2025-01-17,Laptop,3.0,Cuenca,$1200
10391,2025-01-17,Laptop,3.0,Loja,$1200
10392,2025-01-17,Teclado Mecánico,1.0,Manta,$85
10393,2025-01-17,Hub USB-C,1.0,Quito,$45
10394,2025-01-17,Auriculares Gamer,1.0,Manta,$120
10395,2025-01-17,"Monitor 24""",2.0,Guayaquil,$300
10396,2025-01-17,"Monitor 24""",4.0,Guayaquil,$300
10397,2025-01-17,Teclado Mecánico,,Ambato,$85
10398,2025-01-17,"Monitor 24""",4.0,Ambato,$300
10399,2025-01-17,Laptop,4.0,Cuenca,$1200
10400,2025-01-17,Auriculares Gamer,3.0,Loja,$120
10401,2025-01-17,Mouse Inalámbrico,3.0,Manta,$35
10402,2025-01-17,"Monitor 24""",4.0,Guayaquil,$300
10403,2025-01-17,Laptop,4.0,Ambato,$1200
10404,2025-01-17,Mouse Inalámbrico,2.0,Loja,$35
10405,2025-01-17,Auriculares Gamer,2.0,Manta,$120
10406,2025-01-17,Mouse Inalámbrico,3.0,Ambato,$35
10407,2025-01-17,Laptop,1.0,Ambato,$1200
10408,2025-01-17,Hub USB-C,4.0,Guayaquil,$45
10409,2025-01-18,Hub USB-C,,Guayaquil,$45
10410,2025-01-18,Mouse Inalámbrico,,Ambato,$35
10411,2025-01-18,Teclado Mecánico,2.0,Quito,$85
10412,2025-01-18,Mouse Inalámbrico,4.0,Ambato,$35
10413,2025-01-18,"Monitor 24""",4.0,Loja,$300
10414,2025-01-18,"Monitor 24""",5.0,Ambato,$300
10415,2025-01-18,Hub USB-C,1.0,Cuenca,$45
10416,2025-01-18,Teclado Mecánico,5.0,Cuenca,$85
10417,2025-01-18,Laptop,3.0,Cuenca,$1200
10418,2025-01-18,"Monitor 24""",2.0,Quito,$300
10419,2025-01-18,Hub USB-C,3.0,Quito,$45
10420,2025-01-18,Auriculares Gamer,4.0,Ambato,$120
10421,2025-01-18,Hub USB-C,5.0,Cuenca,$45
10422,2025-01-18,"Monitor 24""",5.0,Quito,$300
10423,2025-01-18,"Monitor 24""",5.0,Guayaquil,$300
10424,2025-01-18,Hub USB-C,3.0,Ambato,$45
10425,2025-01-18,Laptop,4.0,Loja,$1200
10426,2025-01-18,Mouse Inalámbrico,2.0,Manta,$35
10427,2025-01-18,"Monitor 24""",2.0,Ambato,$300
10428,2025-01-18,Hub USB-C,3.0,Manta,$45
10429,2025-01-18,Hub USB-C,5.0,Cuenca,$45
10430,2025-01-18,Teclado Mecánico,1.0,Manta,$85
10431,2025-01-18,Mouse Inalámbrico,3.0,Cuenca,$35
10432,2025-01-18,Auriculares Gamer,3.0,Guayaquil,$120
10433,2025-01-19,Laptop,4.0,Manta,$1200
10434,2025-01-19,Auriculares Gamer,2.0,Ambato,$120
10435,2025-01-19,Mouse Inalámbrico,3.0,Cuenca,$35
10436,2025-01-19,Mouse Inalámbrico,3.0,Ambato,$35
10437,2025-01-19,Mouse Inalámbrico,5.0,Quito,$35
10438,2025-01-19,Auriculares Gamer,5.0,Cuenca,$120
10439,2025-01-19,Mouse Inalámbrico,1.0,Manta,$35
10440,2025-01-19,Hub USB-C,4.0,Cuenca,$45
10441,2025-01-19,Auriculares Gamer,1.0,Ambato,$120
10442,2025-01-19,Mouse Inalámbrico,5.0,Guayaquil,$35
10443,2025-01-19,Hub USB-C,2.0,Cuenca,$45
10444,2025-01-19,Teclado Mecánico,5.0,Manta,$85
10445,2025-01-19,Mouse Inalámbrico,4.0,Quito,$35
10446,2025-01-19,Auriculares Gamer,5.0,Loja,$120
10447,2025-01-19,"Monitor 24""",4.0,Guayaquil,$300
10448,2025-01-19,Mouse Inalámbrico,4.0,Quito,$35
10449,2025-01-19,"Monitor 24""",4.0,Cuenca,$300
10450,2025-01-19,Hub USB-C,4.0,Ambato,$45
10451,2025-01-19,Teclado Mecánico,4.0,Ambato,$85
10452,2025-01-19,Laptop,2.0,Manta,$1200
10453,2025-01-19,Teclado Mecánico,1.0,Ambato,$85
10454,2025-01-19,Mouse Inalámbrico,3.0,Guayaquil,$35
10455,2025-01-19,"Monitor 24""",1.0,Ambato,$300
10456,2025-01-19,"Monitor 24""",4.0,Manta,$300
10457,2025-01-20,Auriculares Gamer,2.0,Loja,$120
10458,2025-01-20,"Monitor 24""",5.0,Cuenca,$300
10459,2025-01-20,Auriculares Gamer,2.0,Cuenca,$120
10460,2025-01-20,Hub USB-C,4.0,Ambato,$45
10461,2025-01-20,Laptop,2.0,Quito,$1200
10462,2025-01-20,Mouse Inalámbrico,2.0,Cuenca,$35
10463,2025-01-20,Auriculares Gamer,4.0,Loja,$120
10464,2025-01-20,Laptop,2.0,Ambato,$1200
10465,2025-01-20,"Monitor 24""",3.0,Manta,$300
10466,2025-01-20,"Monitor 24""",3.0,Loja,$300
10467,2025-01-20,Laptop,2.0,Ambato,$1200
10468,2025-01-20,"Monitor 24""",5.0,Loja,$300
10469,2025-01-20,Hub USB-C,4.0,Cuenca,$45
10470,2025-01-20,Hub USB-C,3.0,Manta,$45
10471,2025-01-20,Laptop,5.0,Ambato,$1200
10472,2025-01-20,Auriculares Gamer,2.0,Guayaquil,$120
10473,2025-01-20,Auriculares Gamer,5.0,Manta,$120
10474,2025-01-20,Laptop,1.0,Guayaquil,$1200
10475,2025-01-20,Auriculares Gamer,3.0,Loja,$120
10476,2025-01-20,Auriculares Gamer,2.0,Quito,$120
10477,2025-01-20,Hub USB-C,4.0,Manta,$45
10478,2025-01-20,Auriculares Gamer,2.0,Loja,$120
10479,2025-01-20,Teclado Mecánico,4.0,Guayaquil,$85
10480,2025-01-20,Mouse Inalámbrico,2.0,Cuenca,$35
10481,2025-01-21,"Monitor 24""",5.0,Cuenca,$300
10482,2025-01-21,Teclado Mecánico,5.0,Quito,$85
10483,2025-01-21,Auriculares Gamer,5.0,Manta,$120
10484,2025-01-21,Hub USB-C,1.0,Manta,$45
10485,2025-01-21,Laptop,4.0,Manta,$1200
10486,2025-01-21,Auriculares Gamer,5.0,Loja,$120
10487,2025-01-21,Hub USB-C,1.0,Quito,$45
10488,2025-01-21,Mouse Inalámbrico,4.0,Manta,$35
10489,2025-01-21,Auriculares Gamer,2.0,Loja,$120
10490,2025-01-21,Laptop,1.0,Cuenca,$1200
10491,2025-01-21,Hub USB-C,3.0,Guayaquil,$45
10492,2025-01-21,Hub USB-C,1.0,Loja,$45
10493,2025-01-21,Hub USB-C,1.0,Cuenca,$45
10494,2025-01-21,Mouse Inalámbrico,4.0,Cuenca,$35
10495,2025-01-21,Auriculares Gamer,2.0,Guayaquil,$120
10496,2025-01-21,Mouse Inalámbrico,3.0,Cuenca,$35
10497,2025-01-21,"Monitor 24""",5.0,Quito,$300
10498,2025-01-21,"Monitor 24""",5.0,Guayaquil,$300
10499,2025-01-21,Auriculares Gamer,1.0,Cuenca,$120
10500,2025-01-21,Mouse Inalámbrico,4.0,Ambato,$35
10501,2025-01-21,Laptop,4.0,Loja,$1200
10502,2025-01-21,Hub USB-C,5.0,Cuenca,$45
10503,2025-01-21,Hub USB-C,3.0,Quito,$45
10504,2025-01-21,Auriculares Gamer,2.0,Manta,$120
10505,2025-01-22,"Monitor 24""",3.0,Cuenca,$300
10506,2025-01-22,"Monitor 24""",2.0,Manta,$300
10507,2025-01-22,Hub USB-C,,Ambato,$45
10508,2025-01-22,Auriculares Gamer,2.0,Cuenca,$120
10509,2025-01-22,Mouse Inalámbrico,4.0,Guayaquil,$35
10510,2025-01-22,"Monitor 24""",1.0,Manta,$300
10511,2025-01-22,Mouse Inalámbrico,1.0,Ambato,$35
10512,2025-01-22,"Monitor 24""",5.0,Guayaquil,$300
10513,2025-01-22,"Monitor 24""",4.0,Guayaquil,$300
10514,2025-01-22,Teclado Mecánico,3.0,Guayaquil,$85
10515,2025-01-22,"Monitor 24""",4.0,Guayaquil,$300
10516,2025-01-22,Laptop,1.0,Cuenca,$1200
10517,2025-01-22,Auriculares Gamer,1.0,Loja,$120
10518,2025-01-22,Auriculares Gamer,4.0,Cuenca,$120
10519,2025-01-22,Mouse Inalámbrico,4.0,Cuenca,$35
10520,2025-01-22,"Monitor 24""",1.0,Ambato,$300
10521,2025-01-22,Laptop,3.0,Ambato,$1200
10522,2025-01-22,Mouse Inalámbrico,5.0,Loja,$35
10523,2025-01-22,Teclado Mecánico,5.0,Ambato,$85
10524,2025-01-22,Mouse Inalámbrico,4.0,Quito,$35
10525,2025-01-22,Mouse Inalámbrico,5.0,Loja,$35
10526,2025-01-22,"Monitor 24""",1.0,Ambato,$300
10527,2025-01-22,Teclado Mecánico,1.0,Loja,$85
10528,2025-01-22,Mouse Inalámbrico,4.0,Cuenca,$35
10529,2025-01-23,Laptop,4.0,Cuenca,$1200
10530,2025-01-23,Laptop,4.0,Loja,$1200
10531,2025-01-23,Auriculares Gamer,3.0,Quito,$120
10532,2025-01-23,Teclado Mecánico,5.0,Quito,$85
10533,2025-01-23,Teclado Mecánico,4.0,Loja,$85
10534,2025-01-23,Auriculares Gamer,2.0,Ambato,$120
10535,2025-01-23,Mouse Inalámbrico,2.0,Manta,$35
10536,2025-01-23,Teclado Mecánico,1.0,Quito,$85
10537,2025-01-23,Laptop,5.0,Guayaquil,$1200
10538,2025-01-23,Laptop,4.0,Cuenca,$1200
10539,2025-01-23,"Monitor 24""",2.0,Loja,$300
10540,2025-01-23,Teclado Mecánico,5.0,Guayaquil,$85
10541,2025-01-23,Mouse Inalámbrico,1.0,Loja,$35
10542,2025-01-23,Auriculares Gamer,3.0,Cuenca,$120
10543,2025-01-23,Auriculares Gamer,5.0,Cuenca,$120
10544,2025-01-23,Mouse Inalámbrico,5.0,Quito,$35
10545,2025-01-23,Hub USB-C,,Quito,$45
10546,2025-01-23,"Monitor 24""",5.0,Guayaquil,$300
10547,2025-01-23,Auriculares Gamer,1.0,Loja,$120
10548,2025-01-23,Teclado Mecánico,1.0,Cuenca,$85
10549,2025-01-23,"Monitor 24""",3.0,Guayaquil,$300
10550,2025-01-23,Teclado Mecánico,4.0,Manta,$85
10551,2025-01-23,Laptop,2.0,Guayaquil,$1200
10552,2025-01-23,"Monitor 24""",4.0,Ambato,$300
10553,2025-01-24,Auriculares Gamer,5.0,Guayaquil,$120
10554,2025-01-24,"Monitor 24""",2.0,Ambato,$300
10555,2025-01-24,"Monitor 24""",,Ambato,$300
10556,2025-01-24,"Monitor 24""",3.0,Ambato,$300
10557,2025-01-24,Hub USB-C,2.0,Manta,$45
10558,2025-01-24,"Monitor 24""",1.0,Guayaquil,$300
10559,2025-01-24,Teclado Mecánico,2.0,Guayaquil,$85
10560,2025-01-24,Laptop,5.0,Manta,$1200
10561,2025-01-24,Mouse Inalámbrico,1.0,Cuenca,$35
10562,2025-01-24,"Monitor 24""",3.0,Quito,$300
10563,2025-01-24,Auriculares Gamer,2.0,Guayaquil,$120
10564,2025-01-24,"Monitor 24""",4.0,Quito,$300
10565,2025-01-24,Auriculares Gamer,4.0,Loja,$120
10566,2025-01-24,Teclado Mecánico,5.0,Loja,$85
10567,2025-01-24,Auriculares Gamer,4.0,Manta,$120
10568,2025-01-24,Mouse Inalámbrico,2.0,Loja,$35
10569,2025-01-24,Laptop,2.0,Loja,$1200
10570,2025-01-24,Auriculares Gamer,4.0,Cuenca,$120
10571,2025-01-24,Auriculares Gamer,2.0,Cuenca,$120
10572,2025-01-24,Laptop,5.0,Cuenca,$1200
10573,2025-01-24,Mouse Inalámbrico,1.0,Loja,$35
10574,2025-01-24,"Monitor 24""",5.0,Manta,$300
10575,2025-01-24,Auriculares Gamer,5.0,Ambato,$120
10576,2025-01-24,Laptop,2.0,Ambato,$1200
10577,2025-01-25,Teclado Mecánico,1.0,Quito,$85
10578,2025-01-25,Laptop,2.0,Ambato,$1200
10579,2025-01-25,Teclado Mecánico,3.0,Ambato,$85
10580,2025-01-25,Mouse Inalámbrico,2.0,Cuenca,$35
10581,2025-01-25,"Monitor 24""",2.0,Cuenca,$300
10582,2025-01-25,Laptop,2.0,Loja,$1200
10583,2025-01-25,Hub USB-C,1.0,Quito,$45
10584,2025-01-25,Auriculares Gamer,2.0,Guayaquil,$120
10585,2025-01-25,Mouse Inalámbrico,1.0,Quito,$35
10586,2025-01-25,Laptop,4.0,Quito,$1200
10587,2025-01-25,Auriculares Gamer,3.0,Manta,$120
10588,2025-01-25,Laptop,1.0,Loja,$1200
10589,2025-01-25,Teclado Mecánico,4.0,Manta,$85
10590,2025-01-25,Laptop,1.0,Quito,$1200
10591,2025-01-25,Hub USB-C,1.0,Quito,$45
10592,2025-01-25,Laptop,3.0,Quito,$1200
10593,2025-01-25,Laptop,5.0,Ambato,$1200
10594,2025-01-25,Hub USB-C,5.0,Manta,$45
10595,2025-01-25,Mouse Inalámbrico,1.0,Quito,$35
10596,2025-01-25,Laptop,2.0,Cuenca,$1200
10597,2025-01-25,Hub USB-C,4.0,Loja,$45
10598,2025-01-25,Auriculares Gamer,2.0,Loja,$120
10599,2025-01-25,Teclado Mecánico,2.0,Cuenca,$85
10600,2025-01-25,Teclado Mecánico,1.0,Loja,$85
10601,2025-01-26,Laptop,1.0,Ambato,$1200
10602,2025-01-26,Mouse Inalámbrico,1.0,Ambato,$35
10603,2025-01-26,Mouse Inalámbrico,1.0,Guayaquil,$35
10604,2025-01-26,Auriculares Gamer,,Guayaquil,$120
10605,2025-01-26,Laptop,1.0,Guayaquil,$1200
10606,2025-01-26,Teclado Mecánico,5.0,Loja,$85
10607,2025-01-26,Mouse Inalámbrico,5.0,Ambato,$35
10608,2025-01-26,Laptop,1.0,Ambato,$1200
10609,2025-01-26,Mouse Inalámbrico,3.0,Ambato,$35
10610,2025-01-26,Hub USB-C,4.0,Cuenca,$45
10611,2025-01-26,Mouse Inalámbrico,2.0,Ambato,$35
10612,2025-01-26,Teclado Mecánico,5.0,Cuenca,$85
10613,2025-01-26,"Monitor 24""",4.0,Guayaquil,$300
10614,2025-01-26,Auriculares Gamer,3.0,Guayaquil,$120
10615,2025-01-26,Auriculares Gamer,2.0,Loja,$120
10616,2025-01-26,Teclado Mecánico,2.0,Guayaquil,$85
10617,2025-01-26,Mouse Inalámbrico,5.0,Loja,$35
10618,2025-01-26,Laptop,1.0,Quito,$1200
10619,2025-01-26,Mouse Inalámbrico,3.0,Quito,$35
10620,2025-01-26,Teclado Mecánico,5.0,Manta,$85
10621,2025-01-26,Auriculares Gamer,3.0,Loja,$120
10622,2025-01-26,Mouse Inalámbrico,1.0,Manta,$35
10623,2025-01-26,Auriculares Gamer,1.0,Manta,$120
10624,2025-01-26,Laptop,5.0,Quito,$1200
10625,2025-01-27,Auriculares Gamer,1.0,Loja,$120
10626,2025-01-27,Auriculares Gamer,4.0,Quito,$120
10627,2025-01-27,"Monitor 24""",2.0,Manta,$300
10628,2025-01-27,"Monitor 24""",5.0,Loja,$300
10629,2025-01-27,Hub USB-C,,Manta,$45
10630,2025-01-27,"Monitor 24""",4.0,Ambato,$300
10631,2025-01-27,Auriculares Gamer,5.0,Loja,$120
10632,2025-01-27,Teclado Mecánico,1.0,Loja,$85
10633,2025-01-27,Auriculares Gamer,1.0,Manta,$120
10634,2025-01-27,Teclado Mecánico,1.0,Ambato,$85
10635,2025-01-27,Teclado Mecánico,1.0,Cuenca,$85
10636,2025-01-27,"Monitor 24""",3.0,Quito,$300
10637,2025-01-27,Mouse Inalámbrico,4.0,Manta,$35
10638,2025-01-27,Laptop,2.0,Loja,$1200
10639,2025-01-27,"Monitor 24""",3.0,Quito,$300
10640,2025-01-27,"Monitor 24""",3.0,Quito,$300
10641,2025-01-27,Mouse Inalámbrico,2.0,Quito,$35
10642,,Laptop,2.0,Cuenca,$1200
10643,2025-01-27,Auriculares Gamer,1.0,Guayaquil,$120
10644,2025-01-27,Hub USB-C,3.0,Manta,$45
10645,2025-01-27,Hub USB-C,5.0,Guayaquil,$45
10646,2025-01-27,Auriculares Gamer,2.0,Guayaquil,$120
10647,2025-01-27,"Monitor 24""",2.0,Guayaquil,$300
10648,2025-01-27,Laptop,4.0,Quito,$1200
10649,2025-01-28,"Monitor 24""",5.0,Ambato,$300
10650,2025-01-28,Teclado Mecánico,5.0,Quito,$85
10651,2025-01-28,"Monitor 24""",2.0,Quito,$300
10652,2025-01-28,"Monitor 24""",1.0,Loja,$300
10653,2025-01-28,Auriculares Gamer,4.0,Loja,$120
10654,2025-01-28,Auriculares Gamer,5.0,Guayaquil,$120
10655,2025-01-28,Auriculares Gamer,2.0,Quito,$120
10656,2025-01-28,Hub USB-C,5.0,Guayaquil,$45
10657,2025-01-28,Teclado Mecánico,4.0,Loja,$85
10658,2025-01-28,Auriculares Gamer,4.0,Ambato,$120
10659,2025-01-28,Laptop,3.0,Manta,$1200
10660,2025-01-28,Hub USB-C,2.0,Guayaquil,$45
10661,2025-01-28,Mouse Inalámbrico,4.0,Ambato,$35
10662,2025-01-28,Laptop,3.0,Manta,$1200
10663,2025-01-28,Laptop,3.0,Cuenca,$1200
10664,2025-01-28,Auriculares Gamer,5.0,Guayaquil,$120
10665,2025-01-28,Mouse Inalámbrico,5.0,Guayaquil,$35
10666,2025-01-28,Mouse Inalámbrico,3.0,Cuenca,$35
10667,2025-01-28,Hub USB-C,5.0,Cuenca,$45
10668,2025-01-28,Mouse Inalámbrico,4.0,Guayaquil,$35
10669,2025-01-28,Teclado Mecánico,1.0,Cuenca,$85
10670,2025-01-28,Auriculares Gamer,4.0,Quito,$120
10671,2025-01-28,Mouse Inalámbrico,3.0,Manta,$35
10672,2025-01-28,Hub USB-C,3.0,Manta,$45
10673,2025-01-29,Teclado Mecánico,4.0,Manta,$85
10674,2025-01-29,"Monitor 24""",5.0,Quito,$300
10675,2025-01-29,"Monitor 24""",5.0,Cuenca,$300
10676,2025-01-29,Teclado Mecánico,3.0,Ambato,$85
10677,2025-01-29,Hub USB-C,,Cuenca,$45
10678,2025-01-29,Teclado Mecánico,5.0,Guayaquil,$85
10679,2025-01-29,Auriculares Gamer,4.0,Loja,$120
10680,2025-01-29,Auriculares Gamer,5.0,Manta,$120
10681,2025-01-29,"Monitor 24""",,Cuenca,$300
10682,2025-01-29,Mouse Inalámbrico,3.0,Ambato,$35
10683,2025-01-29,Hub USB-C,5.0,Guayaquil,$45
10684,2025-01-29,"Monitor 24""",4.0,Quito,$300
10685,2025-01-29,Mouse Inalámbrico,3.0,Quito,$35
10686,2025-01-29,Mouse Inalámbrico,2.0,Ambato,$35
10687,2025-01-29,Auriculares Gamer,4.0,Guayaquil,$120
10688,2025-01-29,Laptop,2.0,Manta,$1200
10689,2025-01-29,Laptop,2.0,Cuenca,$1200
10690,2025-01-29,Teclado Mecánico,1.0,Guayaquil,$85
10691,2025-01-29,Auriculares Gamer,5.0,Quito,$120
10692,2025-01-29,Mouse Inalámbrico,4.0,Ambato,$35
10693,2025-01-29,Hub USB-C,2.0,Ambato,$45
10694,2025-01-29,Laptop,1.0,Cuenca,$1200
10695,2025-01-29,Mouse Inalámbrico,3.0,Ambato,$35
10696,2025-01-29,Laptop,4.0,Ambato,$1200
10697,2025-01-30,Laptop,2.0,Guayaquil,$1200
10698,2025-01-30,Laptop,5.0,Manta,$1200
10699,2025-01-30,Hub USB-C,1.0,Cuenca,$45
10700,2025-01-30,Auriculares Gamer,2.0,Guayaquil,$120
10701,2025-01-30,Hub USB-C,5.0,Manta,$45
10702,2025-01-30,"Monitor 24""",2.0,Guayaquil,$300
10703,2025-01-30,Mouse Inalámbrico,4.0,Loja,$35
10704,2025-01-30,Auriculares Gamer,4.0,Guayaquil,$120
10705,2025-01-30,Auriculares Gamer,4.0,Ambato,$120
10706,2025-01-30,Auriculares Gamer,1.0,Manta,$120
10707,2025-01-30,Auriculares Gamer,4.0,Cuenca,$120
10708,2025-01-30,Hub USB-C,5.0,Cuenca,$45
10709,2025-01-30,Auriculares Gamer,2.0,Manta,$120
10710,2025-01-30,Teclado Mecánico,3.0,Ambato,$85
10711,2025-01-30,Mouse Inalámbrico,5.0,Quito,$35
10712,2025-01-30,Auriculares Gamer,5.0,Guayaquil,$120
10713,2025-01-30,Mouse Inalámbrico,4.0,Ambato,$35
10714,2025-01-30,Teclado Mecánico,1.0,Loja,$85
10715,2025-01-30,Teclado Mecánico,2.0,Manta,$85
10716,2025-01-30,Mouse Inalámbrico,1.0,Guayaquil,$35
10717,2025-01-30,Laptop,2.0,Cuenca,$1200
10718,2025-01-30,"Monitor 24""",2.0,Quito,$300
10719,2025-01-30,Laptop,1.0,Loja,$1200
10720,2025-01-30,Laptop,5.0,Cuenca,$1200
10721,2025-01-31,Hub USB-C,2.0,Manta,$45
10722,2025-01-31,Laptop,1.0,Guayaquil,$1200
10723,2025-01-31,Auriculares Gamer,2.0,Manta,$120
10724,2025-01-31,Hub USB-C,,Guayaquil,$45
10725,,Hub USB-C,5.0,Ambato,$45
10726,2025-01-31,Teclado Mecánico,4.0,Quito,$85
10727,2025-01-31,Laptop,2.0,Ambato,$1200
10728,2025-01-31,Teclado Mecánico,3.0,Ambato,$85
10729,2025-01-31,Mouse Inalámbrico,4.0,Manta,$35
10730,2025-01-31,"Monitor 24""",4.0,Quito,$300
10731,2025-01-31,Hub USB-C,2.0,Guayaquil,$45
10732,2025-01-31,Mouse Inalámbrico,1.0,Guayaquil,$35
10733,2025-01-31,Mouse Inalámbrico,2.0,Loja,$35
10734,2025-01-31,Auriculares Gamer,3.0,Cuenca,$120
10735,2025-01-31,"Monitor 24""",4.0,Loja,$300
10736,2025-01-31,Mouse Inalámbrico,2.0,Loja,$35
10737,2025-01-31,Mouse Inalámbrico,1.0,Guayaquil,$35
10738,2025-01-31,"Monitor 24""",2.0,Manta,$300
10739,2025-01-31,"Monitor 24""",5.0,Ambato,$300
10740,2025-01-31,Mouse Inalámbrico,1.0,Ambato,$35
10741,2025-01-31,"Monitor 24""",3.0,Ambato,$300
10742,2025-01-31,Mouse Inalámbrico,4.0,Quito,$35
10743,2025-01-31,Mouse Inalámbrico,2.0,Guayaquil,$35
10744,2025-01-31,Auriculares Gamer,1.0,Manta,$120
10745,2025-02-01,Laptop,5.0,Quito,$1200
10746,2025-02-01,Mouse Inalámbrico,1.0,Cuenca,$35
